"GEO","National Occupational Classification","VALUE"
"British Columbia","Other sales support and related occupations [662]","1535"
"British Columbia","Service station attendants [6621]","0"
"British Columbia","Store shelf stockers, clerks and order fillers [6622]","1475"
"British Columbia","Other sales related occupations [6623]","0"
"British Columbia","Service support and other service occupations, not elsewhere classified (n.e.c.) [67]","11285"
"British Columbia","Food counter attendants, kitchen helpers and related support occupations [671]","7545"
"British Columbia","Food counter attendants, kitchen helpers and related support occupations [6711]","7545"
"British Columbia","Support occupations in accommodation, travel and amusement services [672]","300"
"British Columbia","Support occupations in accommodation, travel and facilities set-up services [6721]","60"
"British Columbia","Operators and attendants in amusement, recreation and sport [6722]","245"
"British Columbia","Cleaners [673]","3215"
"British Columbia","Light duty cleaners [6731]","2220"
"British Columbia","Specialized cleaners [6732]","240"
"British Columbia","Janitors, caretakers and building superintendents [6733]","750"
"British Columbia","Other service support and related occupations, not elsewhere classified (n.e.c.) [674]","230"
"British Columbia","Dry cleaning, laundry and related occupations [6741]","105"
"British Columbia","Other service support occupations, not elsewhere classified (n.e.c.) [6742]","125"
"British Columbia","Trades, transport and equipment operators and related occupations [7]","26540"
"British Columbia","Industrial, electrical and construction trades [72]","9385"
"British Columbia","Contractors and supervisors, industrial, electrical and construction trades and related workers [720]","385"
"British Columbia","Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations [7201]","0"
"British Columbia","Contractors and supervisors, electrical trades and telecommunications occupations [7202]","30"
"British Columbia","Contractors and supervisors, pipefitting trades [7203]","0"
"British Columbia","Contractors and supervisors, carpentry trades [7204]","0"
"British Columbia","Contractors and supervisors, other construction trades, installers, repairers and servicers [7205]","0"
"British Columbia","Machining, metal forming, shaping and erecting trades [723]","1530"
"British Columbia","Machinists and machining and tooling inspectors [7231]","0"
"British Columbia","Tool and die makers [7232]","0"
"British Columbia","Sheet metal workers [7233]","0"
"British Columbia","Boilermakers [7234]","0"
"British Columbia","Structural metal and platework fabricators and fitters [7235]","0"
"British Columbia","Ironworkers [7236]","0"
"British Columbia","Welders and related machine operators [7237]","425"
"British Columbia","Electrical trades and electrical power line and telecommunications workers [724]","1075"
"British Columbia","Electricians (except industrial and power system) [7241]","945"
"British Columbia","Industrial electricians [7242]","105"
"British Columbia","Power system electricians [7243]","0"
"British Columbia","Electrical power line and cable workers [7244]","0"
"British Columbia","Telecommunications line and cable workers [7245]","0"
"British Columbia","Telecommunications installation and repair workers [7246]","20"
"British Columbia","Cable television service and maintenance technicians [7247]","0"
"British Columbia","Plumbers, pipefitters and gas fitters [725]","1480"
"British Columbia","Plumbers [7251]","1025"
"British Columbia","Steamfitters, pipefitters and sprinkler system installers [7252]","0"
"British Columbia","Gas fitters [7253]","0"
"British Columbia","Carpenters and cabinetmakers [727]","2195"
"British Columbia","Carpenters [7271]","2180"
"British Columbia","Cabinetmakers [7272]","0"
"British Columbia","Masonry and plastering trades [728]","0"
"British Columbia","Bricklayers [7281]","0"
"British Columbia","Concrete finishers [7282]","0"
"British Columbia","Tilesetters [7283]","25"
"British Columbia","Plasterers, drywall installers and finishers and lathers [7284]","0"
"British Columbia","Other construction trades [729]","2240"
"British Columbia","Roofers and shinglers [7291]","0"
"British Columbia","Glaziers [7292]","0"
"British Columbia","Insulators [7293]","0"
"British Columbia","Painters and decorators (except interior decorators) [7294]","0"
"British Columbia","Floor covering installers [7295]","0"
"British Columbia","Maintenance and equipment operation trades [73]","4635"
"British Columbia","Contractors and supervisors, maintenance trades and heavy equipment and transport operators [730]","255"
"British Columbia","Contractors and supervisors, mechanic trades [7301]","0"
"British Columbia","Contractors and supervisors, heavy equipment operator crews [7302]","0"
"British Columbia","Supervisors, printing and related occupations [7303]","0"
"British Columbia","Supervisors, railway transport operations [7304]","0"
"British Columbia","Supervisors, motor transport and other ground transit operators [7305]","25"
"British Columbia","Machinery and transportation equipment mechanics (except motor vehicles) [731]","1845"
"British Columbia","Construction millwrights and industrial mechanics [7311]","470"
"British Columbia","Heavy-duty equipment mechanics [7312]","685"
"British Columbia","Heating, refrigeration and air conditioning mechanics [7313]","495"
"British Columbia","Railway carmen/women [7314]","0"
"British Columbia","Aircraft mechanics and aircraft inspectors [7315]","190"
"British Columbia","Machine fitters [7316]","0"
"British Columbia","Elevator constructors and mechanics [7318]","0"
"British Columbia","Automotive service technicians [732]","2155"
"British Columbia","Automotive service technicians, truck and bus mechanics and mechanical repairers [7321]","1395"
"British Columbia","Motor vehicle body repairers [7322]","760"
"British Columbia","Other mechanics and related repairers [733]","45"
"British Columbia","Oil and solid fuel heating mechanics [7331]","0"
"British Columbia","Appliance servicers and repairers [7332]","0"
"British Columbia","Electrical mechanics [7333]","0"
"British Columbia","Motorcycle, all-terrain vehicle and other related mechanics [7334]","0"
"British Columbia","Other small engine and small equipment repairers [7335]","0"
"British Columbia","Train crew operating occupations [736]","0"
"British Columbia","Railway and yard locomotive engineers [7361]","0"
"British Columbia","Railway conductors and brakemen/women [7362]","0"
"British Columbia","Crane operators, drillers and blasters [737]","155"
"British Columbia","Crane operators [7371]","0"
"British Columbia","Drillers and blasters - surface mining, quarrying and construction [7372]","0"
"British Columbia","Water well drillers [7373]","0"
"British Columbia","Printing press operators and other trades and related occupations, not elsewhere classified (n.e.c.) [738]","0"
"British Columbia","Printing press operators [7381]","0"
"British Columbia","Other trades and related occupations, not elsewhere classified (n.e.c.) [7384]","0"
"British Columbia","Other installers, repairers and servicers and material handlers [74]","1985"
"British Columbia","Other installers, repairers and servicers [744]","1050"
"British Columbia","Residential and commercial installers and servicers [7441]","0"
"British Columbia","Waterworks and gas maintenance workers [7442]","0"
"British Columbia","Pest controllers and fumigators [7444]","0"
"British Columbia","Other repairers and servicers [7445]","0"
"British Columbia","Longshore workers and material handlers [745]","940"
"British Columbia","Longshore workers [7451]","0"
"British Columbia","Material handlers [7452]","920"
"British Columbia","Transport and heavy equipment operation and related maintenance occupations [75]","5795"
"British Columbia","Motor vehicle and transit drivers [751]","4735"
"British Columbia","Transport truck drivers [7511]","3730"
"British Columbia","Bus drivers, subway operators and other transit operators [7512]","220"
"British Columbia","Taxi and limousine drivers and chauffeurs [7513]","0"
"British Columbia","Delivery and courier service drivers [7514]","735"
"British Columbia","Heavy equipment operators [752]","685"
"British Columbia","Heavy equipment operators (except crane) [7521]","550"
"British Columbia","Public works maintenance equipment operators and related workers [7522]","135"
"British Columbia","Other transport equipment operators and related maintenance workers [753]","0"
"British Columbia","Railway yard and track maintenance workers [7531]","0"
"British Columbia","Water transport deck and engine room crew [7532]","0"
"British Columbia","Boat and cable ferry operators and related occupations [7533]","0"
"British Columbia","Air transport ramp attendants [7534]","0"
"British Columbia","Other automotive mechanical installers and servicers [7535]","0"
"British Columbia","Trades helpers, construction labourers and related occupations [76]","4740"
"British Columbia","Trades helpers and labourers [761]","4215"
"British Columbia","Construction trades helpers and labourers [7611]","3725"
"British Columbia","Other trades helpers and labourers [7612]","490"
"British Columbia","Public works and other labourers, not elsewhere classified (n.e.c.) [762]","525"
"British Columbia","Public works and maintenance labourers [7621]","285"
"British Columbia","Railway and motor transport labourers [7622]","0"
"British Columbia","Natural resources, agriculture and related production occupations [8]","3675"
"British Columbia","Supervisors and technical occupations in natural resources, agriculture and related production [82]","450"
"British Columbia","Supervisors, logging and forestry [821]","0"
"British Columbia","Supervisors, logging and forestry [8211]","0"
"British Columbia","Contractors and supervisors, mining, oil and gas [822]","75"
"British Columbia","Supervisors, mining and quarrying [8221]","60"
"British Columbia","Contractors and supervisors, oil and gas drilling and services [8222]","0"
"British Columbia","Underground miners, oil and gas drillers and related occupations [823]","125"
"British Columbia","Underground production and development miners [8231]","120"
"British Columbia","Oil and gas well drillers, servicers, testers and related workers [8232]","0"
"British Columbia","Logging machinery operators [824]","0"
"British Columbia","Logging machinery operators [8241]","0"
"British Columbia","Contractors and supervisors, agriculture, horticulture and related operations and services [825]","155"
"British Columbia","Agricultural service contractors, farm supervisors and specialized livestock workers [8252]","0"
"British Columbia","Contractors and supervisors, landscaping, grounds maintenance and horticulture services [8255]","0"
"British Columbia","Fishing vessel masters and fishermen/women [826]","0"
"British Columbia","Fishing masters and officers [8261]","0"
"British Columbia","Fishermen/women [8262]","0"
"British Columbia","Workers in natural resources, agriculture and related production [84]","960"
"British Columbia","Mine service workers and operators in oil and gas drilling [841]","0"
"British Columbia","Underground mine service and support workers [8411]","0"
"British Columbia","Oil and gas well drilling and related workers and services operators [8412]","0"
"British Columbia","Logging and forestry workers [842]","85"
"British Columbia","Chain saw and skidder operators [8421]","0"
"British Columbia","Silviculture and forestry workers [8422]","0"
"British Columbia","Agriculture and horticulture workers [843]","820"
"British Columbia","General farm workers [8431]","625"
"British Columbia","Nursery and greenhouse workers [8432]","0"
"British Columbia","Other workers in fishing and trapping and hunting occupations [844]","0"
"British Columbia","Fishing vessel deckhands [8441]","0"
"British Columbia","Trappers and hunters [8442]","0"
"British Columbia","Harvesting, landscaping and natural resources labourers [86]","2260"
"British Columbia","Harvesting, landscaping and natural resources labourers [861]","2260"
"British Columbia","Harvesting labourers [8611]","0"
"British Columbia","Landscaping and grounds maintenance labourers [8612]","970"
"British Columbia","Aquaculture and marine harvest labourers [8613]","0"
"British Columbia","Mine labourers [8614]","0"
"British Columbia","Oil and gas drilling, servicing and related labourers [8615]","0"
"British Columbia","Logging and forestry labourers [8616]","0"
"British Columbia","Occupations in manufacturing and utilities [9]","3370"
"British Columbia","Processing, manufacturing and utilities supervisors and central control operators [92]","340"
"British Columbia","Supervisors, processing and manufacturing occupations [921]","115"
"British Columbia","Supervisors, mineral and metal processing [9211]","0"
"British Columbia","Supervisors, petroleum, gas and chemical processing and utilities [9212]","15"
"British Columbia","Supervisors, food and beverage processing [9213]","0"
"British Columbia","Supervisors, plastic and rubber products manufacturing [9214]","0"
"British Columbia","Supervisors, forest products processing [9215]","0"
"British Columbia","Supervisors, textile, fabric, fur and leather products processing and manufacturing [9217]","0"
"British Columbia","Supervisors, assembly and fabrication [922]","0"
"British Columbia","Supervisors, motor vehicle assembling [9221]","0"
"British Columbia","Supervisors, electronics manufacturing [9222]","0"
"British Columbia","Supervisors, electrical products manufacturing [9223]","0"
"British Columbia","Supervisors, furniture and fixtures manufacturing [9224]","0"
"British Columbia","Supervisors, other mechanical and metal products manufacturing [9226]","0"
"British Columbia","Supervisors, other products manufacturing and assembly [9227]","0"
"British Columbia","Central control and process operators in processing and manufacturing [923]","20"
"British Columbia","Central control and process operators, mineral and metal processing [9231]","0"
"British Columbia","Central control and process operators, petroleum, gas and chemical processing [9232]","0"
"British Columbia","Pulping, papermaking and coating control operators [9235]","0"
"British Columbia","Utilities equipment operators and controllers [924]","190"
"British Columbia","Power engineers and power systems operators [9241]","0"
"British Columbia","Water and waste treatment plant operators [9243]","40"
"British Columbia","Processing and manufacturing machine operators and related production workers [94]","970"
"British Columbia","Machine operators and related workers in mineral and metal products processing and manufacturing [941]","0"
"British Columbia","Machine operators, mineral and metal processing [9411]","0"
"British Columbia","Foundry workers [9412]","0"
"British Columbia","Glass forming and finishing machine operators and glass cutters [9413]","0"
"British Columbia","Concrete, clay and stone forming operators [9414]","0"
"British Columbia","Inspectors and testers, mineral and metal processing [9415]","0"
"British Columbia","Metalworking and forging machine operators [9416]","0"
"British Columbia","Machining tool operators [9417]","0"
"British Columbia","Other metal products machine operators [9418]","0"
"British Columbia","Machine operators and related workers in chemical, plastic and rubber processing [942]","0"
"British Columbia","Chemical plant machine operators [9421]","0"
"British Columbia","Plastics processing machine operators [9422]","0"
"British Columbia","Rubber processing machine operators and related workers [9423]","0"
"British Columbia","Machine operators and related workers in pulp and paper production and wood processing and manufacturing [943]","80"
"British Columbia","Sawmill machine operators [9431]","35"
"British Columbia","Pulp mill machine operators [9432]","0"
"British Columbia","Papermaking and finishing machine operators [9433]","0"
"British Columbia","Other wood processing machine operators [9434]","0"
"British Columbia","Paper converting machine operators [9435]","0"
"British Columbia","Lumber graders and other wood processing inspectors and graders [9436]","0"
"British Columbia","Woodworking machine operators [9437]","0"
"British Columbia","Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing [944]","0"
"British Columbia","Textile fibre and yarn, hide and pelt processing machine operators and workers [9441]","0"
"British Columbia","Weavers, knitters and other fabric making occupations [9442]","0"
"British Columbia","Fabric, fur and leather cutters [9445]","0"
"British Columbia","Industrial sewing machine operators [9446]","0"
"British Columbia","Inspectors and graders, textile, fabric, fur and leather products manufacturing [9447]","0"
"British Columbia","Machine operators and related workers in food, beverage and associated products processing [946]","525"
"British Columbia","Process control and machine operators, food and beverage processing [9461]","0"
"British Columbia","Industrial butchers and meat cutters, poultry preparers and related workers [9462]","0"
"British Columbia","Fish and seafood plant workers [9463]","0"
"British Columbia","Testers and graders, food and beverage processing [9465]","0"
"British Columbia","Printing equipment operators and related occupations [947]","0"
"British Columbia","Plateless printing equipment operators [9471]","0"
"British Columbia","Camera, platemaking and other prepress occupations [9472]","0"
"British Columbia","Binding and finishing machine operators [9473]","0"
"British Columbia","Photographic and film processors [9474]","0"
"British Columbia","Assemblers in manufacturing [95]","555"
"British Columbia","Mechanical, electrical and electronics assemblers [952]","215"
"British Columbia","Aircraft assemblers and aircraft assembly inspectors [9521]","0"
"British Columbia","Motor vehicle assemblers, inspectors and testers [9522]","0"
"British Columbia","Electronics assemblers, fabricators, inspectors and testers [9523]","0"
"British Columbia","Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing [9524]","0"
"British Columbia","Assemblers, fabricators and inspectors, industrial electrical motors and transformers [9525]","0"
"British Columbia","Mechanical assemblers and inspectors [9526]","0"
"British Columbia","Machine operators and inspectors, electrical apparatus manufacturing [9527]","0"
"British Columbia","Other assembly and related occupations [953]","335"
"British Columbia","Boat assemblers and inspectors [9531]","0"
"British Columbia","Furniture and fixture assemblers and inspectors [9532]","0"
"British Columbia","Other wood products assemblers and inspectors [9533]","0"
"British Columbia","Furniture finishers and refinishers [9534]","0"
"British Columbia","Plastic products assemblers, finishers and inspectors [9535]","0"
"British Columbia","Industrial painters, coaters and metal finishing process operators [9536]","0"
"British Columbia","Other products assemblers, finishers and inspectors [9537]","0"
"British Columbia","Labourers in processing, manufacturing and utilities [96]","1500"
"British Columbia","Labourers in processing, manufacturing and utilities [961]","1500"
"British Columbia","Labourers in mineral and metal processing [9611]","0"
"British Columbia","Labourers in metal fabrication [9612]","0"
"British Columbia","Labourers in chemical products processing and utilities [9613]","0"
"British Columbia","Labourers in wood, pulp and paper processing [9614]","395"
"British Columbia","Labourers in rubber and plastic products manufacturing [9615]","0"
"British Columbia","Labourers in textile processing [9616]","0"
"British Columbia","Labourers in food and beverage processing [9617]","660"
"British Columbia","Labourers in fish and seafood processing [9618]","0"
"British Columbia","Other labourers in processing, manufacturing and utilities [9619]","0"
"British Columbia","Unclassified occupations","0"
"Yukon","Total, all occupations","1175"
"Yukon","Management occupations [0]","0"
"Yukon","Senior management occupations [00]","0"
"Yukon","Legislators and senior management [001]","0"
"Yukon","Legislators [0011]","0"
"Yukon","Senior government managers and officials [0012]","0"
"Yukon","Senior managers - financial, communications and other business services [0013]","0"
"Yukon","Senior managers - health, education, social and community services and membership organizations [0014]","0"
"Yukon","Senior managers - trade, broadcasting and other services, not elsewhere classified (n.e.c.) [0015]","0"
"Yukon","Senior managers - construction, transportation, production and utilities [0016]","0"
"Yukon","Specialized middle management occupations [01-05]","0"
"Yukon","Administrative services managers [011]","0"
"Yukon","Financial managers [0111]","0"
"Yukon","Human resources managers [0112]","0"
"Yukon","Purchasing managers [0113]","0"
"Yukon","Other administrative services managers [0114]","0"
"Yukon","Managers in financial and business services [012]","0"
"Yukon","Insurance, real estate and financial brokerage managers [0121]","0"
"Yukon","Banking, credit and other investment managers [0122]","0"
"Yukon","Advertising, marketing and public relations managers [0124]","0"
"Yukon","Other business services managers [0125]","0"
"Yukon","Managers in communication (except broadcasting) [013]","0"
"Yukon","Telecommunication carriers managers [0131]","0"
"Yukon","Postal and courier services managers [0132]","0"
"Yukon","Managers in engineering, architecture, science and information systems [021]","0"
"Yukon","Engineering managers [0211]","0"
"Yukon","Architecture and science managers [0212]","0"
"Yukon","Computer and information systems managers [0213]","0"
"Yukon","Managers in health care [031]","0"
"Yukon","Managers in health care [0311]","0"
"Yukon","Managers in public administration [041]","0"
"Yukon","Government managers - health and social policy development and program administration [0411]","0"
"Yukon","Government managers - economic analysis, policy development and program administration [0412]","0"
"Yukon","Government managers - education policy development and program administration [0413]","0"
"Yukon","Other managers in public administration [0414]","0"
"Yukon","Managers in education and social and community services [042]","0"
"Yukon","Administrators - post-secondary education and vocational training [0421]","0"
"Yukon","School principals and administrators of elementary and secondary education [0422]","0"
"Yukon","Managers in social, community and correctional services [0423]","0"
"Yukon","Managers in public protection services [043]","0"
"Yukon","Commissioned police officers [0431]","0"
"Yukon","Fire chiefs and senior firefighting officers [0432]","0"
"Yukon","Commissioned officers of the Canadian Armed Forces [0433]","0"
"Yukon","Managers in art, culture, recreation and sport [051]","0"
"Yukon","Library, archive, museum and art gallery managers [0511]","0"
"Yukon","Managers - publishing, motion pictures, broadcasting and performing arts [0512]","0"
"Yukon","Recreation, sports and fitness program and service directors [0513]","0"
"Yukon","Middle management occupations in retail and wholesale trade and customer services [06]","0"
"Yukon","Corporate sales managers [060]","0"
"Yukon","Corporate sales managers [0601]","0"
"Yukon","Retail and wholesale trade managers [062]","0"
"Yukon","Retail and wholesale trade managers [0621]","0"
"Yukon","Managers in food service and accommodation [063]","0"
"Yukon","Restaurant and food service managers [0631]","0"
"Yukon","Accommodation service managers [0632]","0"
"Yukon","Managers in customer and personal services, not elsewhere classified (n.e.c.) [065]","0"
"Yukon","Managers in customer and personal services, not elsewhere classified (n.e.c.) [0651]","0"
"Yukon","Middle management occupations in trades, transportation, production and utilities [07-09]","0"
"Yukon","Managers in construction and facility operation and maintenance [071]","0"
"Yukon","Construction managers [0711]","0"
"Yukon","Home building and renovation managers [0712]","0"
"Yukon","Facility operation and maintenance managers [0714]","0"
"Yukon","Managers in transportation [073]","0"
"Yukon","Managers in transportation [0731]","0"
"Yukon","Managers in natural resources production and fishing [081]","0"
"Yukon","Managers in natural resources production and fishing [0811]","0"
"Yukon","Managers in agriculture, horticulture and aquaculture [082]","0"
"Yukon","Managers in agriculture [0821]","0"
"Yukon","Managers in horticulture [0822]","0"
"Yukon","Managers in aquaculture [0823]","0"
"Yukon","Managers in manufacturing and utilities [091]","0"
"Yukon","Manufacturing managers [0911]","0"
"Yukon","Utilities managers [0912]","0"
"Yukon","Business, finance and administration occupations [1]","160"
"Yukon","Professional occupations in business and finance [11]","0"
"Yukon","Auditors, accountants and investment professionals [111]","0"
"Yukon","Financial auditors and accountants [1111]","0"
"Yukon","Financial and investment analysts [1112]","0"
"Yukon","Securities agents, investment dealers and brokers [1113]","0"
"Yukon","Other financial officers [1114]","0"
"Yukon","Human resources and business service professionals [112]","0"
"Yukon","Human resources professionals [1121]","0"
"Yukon","Professional occupations in business management consulting [1122]","0"
"Yukon","Professional occupations in advertising, marketing and public relations [1123]","0"
"Yukon","Administrative and financial supervisors and administrative occupations [12]","55"
"Yukon","Administrative services supervisors [121]","0"
"Yukon","Supervisors, general office and administrative support workers [1211]","0"
"Yukon","Supervisors, finance and insurance office workers [1212]","0"
"Yukon","Supervisors, library, correspondence and related information workers [1213]","0"
"Yukon","Supervisors, mail and message distribution occupations [1214]","0"
"Yukon","Supervisors, supply chain, tracking and scheduling co-ordination occupations [1215]","0"
"Yukon","Administrative and regulatory occupations [122]","0"
"Yukon","Administrative officers [1221]","0"
"Yukon","Executive assistants [1222]","0"
"Yukon","Human resources and recruitment officers [1223]","0"
"Yukon","Property administrators [1224]","0"
"Yukon","Purchasing agents and officers [1225]","0"
"Yukon","Conference and event planners [1226]","0"
"Yukon","Court officers and justices of the peace [1227]","0"
"Yukon","Employment insurance, immigration, border services and revenue officers [1228]","0"
"Yukon","Office administrative assistants - general, legal and medical [124]","0"
"Yukon","Administrative assistants [1241]","0"
"Yukon","Legal administrative assistants [1242]","0"
"Yukon","Medical administrative assistants [1243]","0"
"Yukon","Court reporters, transcriptionists, records management technicians and statistical officers [125]","0"
"Yukon","Court reporters, medical transcriptionists and related occupations [1251]","0"
"Yukon","Health information management occupations [1252]","0"
"Yukon","Records management technicians [1253]","0"
"Yukon","Statistical officers and related research support occupations [1254]","0"
"Yukon","Finance, insurance and related business administrative occupations [13]","0"
"Yukon","Finance, insurance and related business administrative occupations [131]","0"
"Yukon","Accounting technicians and bookkeepers [1311]","0"
"Yukon","Insurance adjusters and claims examiners [1312]","0"
"Yukon","Insurance underwriters [1313]","0"
"Yukon","Assessors, valuators and appraisers [1314]","0"
"Yukon","Customs, ship and other brokers [1315]","0"
"Yukon","Office support occupations [14]","45"
"Yukon","General office workers [141]","0"
"Yukon","General office support workers [1411]","0"
"Yukon","Receptionists [1414]","0"
"Yukon","Personnel clerks [1415]","0"
"Yukon","Court clerks [1416]","0"
"Yukon","Office equipment operators [142]","0"
"Yukon","Data entry clerks [1422]","0"
"Yukon","Desktop publishing operators and related occupations [1423]","0"
"Yukon","Financial, insurance and related administrative support workers [143]","0"
"Yukon","Accounting and related clerks [1431]","0"
"Yukon","Payroll administrators [1432]","0"
"Yukon","Banking, insurance and other financial clerks [1434]","0"
"Yukon","Collectors [1435]","0"
"Yukon","Library, correspondence and other clerks [145]","0"
"Yukon","Library assistants and clerks [1451]","0"
"Yukon","Correspondence, publication and regulatory clerks [1452]","0"
"Yukon","Survey interviewers and statistical clerks [1454]","0"
"Yukon","Distribution, tracking and scheduling co-ordination occupations [15]","0"
"Yukon","Mail and message distribution occupations [151]","0"
"Yukon","Mail, postal and related workers [1511]","0"
"Yukon","Letter carriers [1512]","0"
"Yukon","Couriers, messengers and door-to-door distributors [1513]","0"
"Yukon","Supply chain logistics, tracking and scheduling co-ordination occupations [152]","0"
"Yukon","Shippers and receivers [1521]","0"
"Yukon","Storekeepers and partspersons [1522]","0"
"Yukon","Production logistics co-ordinators [1523]","0"
"Yukon","Purchasing and inventory control workers [1524]","0"
"Yukon","Dispatchers [1525]","0"
"Yukon","Transportation route and crew schedulers [1526]","0"
"Yukon","Natural and applied sciences and related occupations [2]","0"
"Yukon","Professional occupations in natural and applied sciences [21]","0"
"Yukon","Physical science professionals [211]","0"
"Yukon","Physicists and astronomers [2111]","0"
"Yukon","Chemists [2112]","0"
"Yukon","Geoscientists and oceanographers [2113]","0"
"Yukon","Meteorologists and climatologists [2114]","0"
"Yukon","Other professional occupations in physical sciences [2115]","0"
"Yukon","Life science professionals [212]","0"
"Yukon","Biologists and related scientists [2121]","0"
"Yukon","Forestry professionals [2122]","0"
"Yukon","Agricultural representatives, consultants and specialists [2123]","0"
"Yukon","Civil, mechanical, electrical and chemical engineers [213]","0"
"Yukon","Civil engineers [2131]","0"
"Yukon","Mechanical engineers [2132]","0"
"Yukon","Electrical and electronics engineers [2133]","0"
"Yukon","Chemical engineers [2134]","0"
"Yukon","Other engineers [214]","0"
"Yukon","Industrial and manufacturing engineers [2141]","0"
"Yukon","Metallurgical and materials engineers [2142]","0"
"Yukon","Mining engineers [2143]","0"
"Yukon","Geological engineers [2144]","0"
"Yukon","Petroleum engineers [2145]","0"
"Yukon","Aerospace engineers [2146]","0"
"Yukon","Computer engineers (except software engineers and designers) [2147]","0"
"Yukon","Other professional engineers, not elsewhere classified (n.e.c.) [2148]","0"
"Yukon","Architects, urban planners and land surveyors [215]","0"
"Yukon","Architects [2151]","0"
"Yukon","Landscape architects [2152]","0"
"Yukon","Urban and land use planners [2153]","0"
"Yukon","Land surveyors [2154]","0"
"Yukon","Mathematicians, statisticians and actuaries [216]","0"
"Yukon","Mathematicians, statisticians and actuaries [2161]","0"
"Yukon","Computer and information systems professionals [217]","0"
"Yukon","Information systems analysts and consultants [2171]","0"
"Yukon","Database analysts and data administrators [2172]","0"
"Yukon","Software engineers and designers [2173]","0"
"Yukon","Computer programmers and interactive media developers [2174]","0"
"Yukon","Web designers and developers [2175]","0"
"Yukon","Technical occupations related to natural and applied sciences [22]","0"
"Yukon","Technical occupations in physical sciences [221]","0"
"Yukon","Chemical technologists and technicians [2211]","0"
"Yukon","Geological and mineral technologists and technicians [2212]","0"
"Yukon","Technical occupations in life sciences [222]","0"
"Yukon","Biological technologists and technicians [2221]","0"
"Yukon","Agricultural and fish products inspectors [2222]","0"
"Yukon","Forestry technologists and technicians [2223]","0"
"Yukon","Conservation and fishery officers [2224]","0"
"Yukon","Landscape and horticulture technicians and specialists [2225]","0"
"Yukon","Technical occupations in civil, mechanical and industrial engineering [223]","0"
"Yukon","Civil engineering technologists and technicians [2231]","0"
"Yukon","Mechanical engineering technologists and technicians [2232]","0"
"Yukon","Industrial engineering and manufacturing technologists and technicians [2233]","0"
"Yukon","Construction estimators [2234]","0"
"Yukon","Technical occupations in electronics and electrical engineering [224]","0"
"Yukon","Electrical and electronics engineering technologists and technicians [2241]","0"
"Yukon","Electronic service technicians (household and business equipment) [2242]","0"
"Yukon","Industrial instrument technicians and mechanics [2243]","0"
"Yukon","Aircraft instrument, electrical and avionics mechanics, technicians and inspectors [2244]","0"
"Yukon","Technical occupations in architecture, drafting, surveying, geomatics and meteorology [225]","0"
"Yukon","Architectural technologists and technicians [2251]","0"
"Yukon","Industrial designers [2252]","0"
"Yukon","Drafting technologists and technicians [2253]","0"
"Yukon","Land survey technologists and technicians [2254]","0"
"Yukon","Technical occupations in geomatics and meteorology [2255]","0"
"Yukon","Other technical inspectors and regulatory officers [226]","0"
"Yukon","Non-destructive testers and inspection technicians [2261]","0"
"Yukon","Engineering inspectors and regulatory officers [2262]","0"
"Yukon","Inspectors in public and environmental health and occupational health and safety [2263]","0"
"Yukon","Construction inspectors [2264]","0"
"Yukon","Transportation officers and controllers [227]","0"
"Yukon","Air pilots, flight engineers and flying instructors [2271]","0"
"Yukon","Air traffic controllers and related occupations [2272]","0"
"Yukon","Deck officers, water transport [2273]","0"
"Yukon","Engineer officers, water transport [2274]","0"
"Yukon","Railway traffic controllers and marine traffic regulators [2275]","0"
"Yukon","Technical occupations in computer and information systems [228]","0"
"Yukon","Computer network technicians [2281]","0"
"Yukon","User support technicians [2282]","0"
"Yukon","Information systems testing technicians [2283]","0"
"Yukon","Health occupations [3]","80"
"Yukon","Professional occupations in nursing [30]","0"
"Yukon","Professional occupations in nursing [301]","0"
"Yukon","Nursing co-ordinators and supervisors [3011]","0"
"Yukon","Registered nurses and registered psychiatric nurses [3012]","0"
"Yukon","Professional occupations in health (except nursing) [31]","0"
"Yukon","Physicians, dentists and veterinarians [311]","0"
"Yukon","Specialist physicians [3111]","0"
"Yukon","General practitioners and family physicians [3112]","0"
"Yukon","Dentists [3113]","0"
"Yukon","Veterinarians [3114]","0"
"Yukon","Optometrists, chiropractors and other health diagnosing and treating professionals [312]","0"
"Yukon","Optometrists [3121]","0"
"Yukon","Chiropractors [3122]","0"
"Yukon","Allied primary health practitioners [3124]","0"
"Yukon","Other professional occupations in health diagnosing and treating [3125]","0"
"Yukon","Pharmacists, dietitians and nutritionists [313]","0"
"Yukon","Pharmacists [3131]","0"
"Yukon","Dietitians and nutritionists [3132]","0"
"Yukon","Therapy and assessment professionals [314]","0"
"Yukon","Audiologists and speech-language pathologists [3141]","0"
"Yukon","Physiotherapists [3142]","0"
"Yukon","Occupational therapists [3143]","0"
"Yukon","Other professional occupations in therapy and assessment [3144]","0"
"Yukon","Technical occupations in health [32]","0"
"Yukon","Medical technologists and technicians (except dental health) [321]","0"
"Yukon","Medical laboratory technologists [3211]","0"
"Yukon","Medical laboratory technicians and pathologists' assistants [3212]","0"
"Yukon","Animal health technologists and veterinary technicians [3213]","0"
"Yukon","Respiratory therapists, clinical perfusionists and cardiopulmonary technologists [3214]","0"
